City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,beaverlodge,55.2166,-119.4361,7.64,58,99,2.25,CA,1681254211
367,taft,31.7471,54.2088,16.97,27,90,2.06,IR,1681253941
368,clyde river,70.4692,-68.5914,-16.87,78,100,10.8,CA,1681254199
369,chelyabinsk,55.1544,61.4297,1.14,34,0,3.0,RU,1681253941
370,sungaipenuh,-2.0833,101.3833,18.11,97,100,0.55,ID,1681253941
371,alamogordo,32.8995,-105.9603,29.64,17,0,7.2,US,1681253941
372,natal,-5.795,-35.2094,26.36,78,0,3.6,BR,1681253754
373,belz,47.6751,-3.168,12.79,95,100,3.13,FR,1681253942
374,flin flon,54.7682,-101.865,1.91,100,100,3.09,CA,1681254212
375,sistranda,63.7256,8.834,8.98,85,52,2.77,NO,1681253942
376,mahebourg,-20.4081,57.7,25.7,94,75,1.54,MU,1681254212
377,iquique,-20.2208,-70.1431,23.02,75,6,2.23,CL,1681253929
378,skibbereen,51.55,-9.2667,5.62,72,43,12.79,IE,1681253942
379,ust-kuyga,70.0167,135.6,-18.73,90,98,0.78,RU,1681253943
380,destin,30.3935,-86.4958,23.34,55,0,4.63,US,1681253892
381,aratoca,6.6935,-73.0208,17.79,86,87,1.64,CO,1681253943
382,severo-kurilsk,50.6789,156.125,-0.63,70,84,7.0,RU,1681254213
383,ancud,-41.8697,-73.8203,12.75,94,98,0.8,CL,1681254103
384,coihueco,-36.6167,-71.8333,21.41,46,20,2.06,CL,1681253944
385,victoria point,-27.5833,153.3,23.3,52,89,0.45,AU,1681254213
386,sinnamary,5.3833,-52.95,25.57,86,96,3.87,GF,1681254213
387,coahuayana,18.7333,-103.6833,30.04,45,0,3.2,MX,1681254213
388,hondo,32.45,130.2,16.91,93,94,2.53,JP,1681253945
389,mogadishu,2.0371,45.3438,27.51,81,39,5.4,SO,1681254012
390,nyurba,63.2842,118.3319,-14.03,96,67,2.64,RU,1681253946
391,puerto ayacucho,5.6639,-67.6236,27.54,74,100,0.71,VE,1681253855
392,fuerte olimpo,-21.0415,-57.8738,27.58,64,98,2.56,PY,1681254214
393,yumen,40.2833,97.2,7.5,29,100,1.1,CN,1681253947
394,rezzato,45.5142,10.3167,13.49,75,75,4.12,IT,1681253947
395,hamilton,39.1834,-84.5333,23.05,30,2,2.76,US,1681254126
396,nancha,47.1333,129.2667,1.09,48,87,4.92,CN,1681253947
397,lazaro cardenas,17.9583,-102.2,28.98,55,1,5.77,MX,1681253948
398,grand gaube,-20.0064,57.6608,25.77,82,74,0.89,MU,1681253948
399,cururupu,-1.8283,-44.8683,23.99,92,72,1.54,BR,1681253949
400,atar,20.5169,-13.0499,26.58,38,65,1.59,MR,1681253949
401,lethem,3.3803,-59.7968,31.49,40,81,3.9,GY,1681253950
402,kutum,14.2,24.6667,25.75,17,100,7.93,SD,1681254215
403,drezdenko,52.8383,15.8308,5.62,94,96,2.49,PL,1681253951
404,leua,48.2156,18.6071,8.05,93,24,3.11,SK,1681253951
405,yabrud,33.9674,36.6574,6.16,75,16,1.38,SY,1681254215
406,chengzihe,45.3333,131.0667,2.77,28,30,8.18,CN,1681253951
407,nuuk,64.1835,-51.7216,-1.39,85,18,2.47,GL,1681253951
408,longyearbyen,78.2186,15.6401,-2.09,86,75,0.0,SJ,1681254105
409,coihaique,-45.5752,-72.0662,13.34,66,0,2.57,CL,1681254180
410,puerto leguizamo,-0.1934,-74.7819,24.25,94,35,0.59,CO,1681254207
411,zambezi,-13.5432,23.1047,16.7,92,78,2.02,ZM,1681253952
412,labuhan,-6.8844,112.2051,25.29,86,88,2.01,ID,1681253953
413,verkhoyansk,67.5447,133.385,-17.07,91,98,0.87,RU,1681253953
414,kavieng,-2.5744,150.7967,28.56,69,100,4.39,PG,1681254217
415,cockburn town,21.4612,-71.1419,25.9,79,0,5.66,TC,1681254217
416,varnamo,57.186,14.04,6.38,1,99,0.45,SE,1681253953
417,uppsala,60.0,17.75,3.73,87,12,2.57,SE,1681253954
418,maragogi,-9.0122,-35.2225,25.84,80,100,3.02,BR,1681253954
419,vestmannaeyjar,63.4427,-20.2734,5.76,72,64,1.53,IS,1681254217
420,saint-augustin,51.226,-58.6502,0.91,99,100,1.89,CA,1681254217
421,samfya,-11.3649,29.5565,18.43,92,96,2.07,ZM,1681253954
422,tilichiki,60.4667,166.1,-14.97,80,72,4.86,RU,1681253955
423,maniitsoq,65.4167,-52.9,-2.11,87,9,0.59,GL,1681254218
424,gibraltar,36.1447,-5.3526,17.97,59,1,6.69,GI,1681253955
425,sibu,2.3,111.8167,24.17,100,40,0.51,MY,1681253956
426,barcelona,41.3888,2.159,15.66,75,0,3.6,ES,1681253718
427,srivardhan,18.0333,73.0167,27.04,67,4,3.84,IN,1681253956
428,shingu,33.7333,135.9833,18.12,67,100,2.39,JP,1681254218
429,constitucion,-35.3333,-72.4167,13.67,93,89,3.73,CL,1681254076
430,podgorenskiy,50.405,39.6429,9.83,58,100,5.26,RU,1681253957
431,paese,45.6759,12.161,11.53,71,0,1.54,IT,1681253958
432,denpasar,-8.65,115.2167,24.84,94,40,0.51,ID,1681253765
433,sieradz,51.5958,18.7302,6.49,95,100,4.86,PL,1681253941
434,xining,36.6167,101.7667,4.84,39,0,1.05,CN,1681253959
435,kansanshi,-12.0951,26.4273,15.75,98,95,1.54,ZM,1681253959
436,san luis de palenque,5.4214,-71.7317,30.53,49,89,0.58,CO,1681253959
437,arlit,18.7369,7.3853,27.7,19,66,4.28,NE,1681253904
438,guerrero negro,27.9769,-114.0611,18.94,60,0,9.13,MX,1681254189
439,gemena,3.25,19.7667,20.85,96,100,0.49,CD,1681253960
440,thessalon,46.2501,-83.5666,14.16,84,99,4.44,CA,1681253960
441,sechura,-5.5569,-80.8222,28.3,71,100,5.5,PE,1681253961
442,praia da vitoria,38.7333,-27.0667,16.53,94,75,4.64,PT,1681253961
443,biak,-0.9131,122.8766,26.25,73,30,0.57,ID,1681253961
444,caconda,-13.7333,15.0667,16.36,85,98,1.45,AO,1681253962
445,herat,34.5,62.0,18.47,25,63,1.25,AF,1681253962
446,pierre,44.3683,-100.351,34.51,16,0,10.29,US,1681253678
447,hellvik,59.9156,5.781,7.65,90,100,2.58,NO,1681253963
448,severodvinsk,64.5635,39.8302,0.06,98,100,3.8,RU,1681253963
449,kaputa,-8.4689,29.6619,19.27,91,100,1.2,ZM,1681253963
450,kunya,12.2233,8.5325,29.09,37,0,4.78,NG,1681253964
451,yulara,-25.2406,130.9889,24.58,49,100,5.6,AU,1681254119
452,ust-kut,56.7938,105.7672,-1.57,86,100,3.62,RU,1681253964
453,sao filipe,14.8961,-24.4956,22.26,69,87,3.86,CV,1681254221
454,guatire,10.4762,-66.5427,26.22,97,86,1.36,VE,1681253965
455,muisne,0.6,-80.0333,26.81,82,29,2.53,EC,1681254221
456,cabra,37.4725,-4.4421,14.72,35,41,1.19,ES,1681253965
457,rio gallegos,-51.6226,-69.2181,7.03,39,40,5.14,AR,1681253805
458,veinticinco de mayo,-35.4323,-60.1727,22.77,66,88,0.45,AR,1681253966
459,dingle,10.9995,122.6711,24.75,76,100,1.38,PH,1681254222
460,egvekinot,66.3167,-179.1667,-18.62,75,8,2.54,RU,1681254222
461,broome,42.2506,-75.833,20.21,27,75,5.14,US,1681254222
462,zhanakorgan,43.9098,67.2495,13.15,28,0,3.97,KZ,1681254222
463,guilin,25.2819,110.2864,20.06,96,94,0.85,CN,1681253967
464,hami,42.8,93.45,13.07,28,100,4.87,CN,1681253967
465,isabela,6.7085,121.9711,23.03,77,7,1.2,PH,1681253967
466,zyryanka,65.75,150.85,-19.08,90,100,0.81,RU,1681254213
467,kloulklubed,7.0419,134.2556,28.28,77,98,4.27,PW,1681253968
468,baramati,18.15,74.5833,27.93,35,9,2.56,IN,1681253968
469,chiang klang,19.2938,100.8617,25.56,40,9,0.36,TH,1681253968
470,monrovia,6.3005,-10.7969,26.32,85,23,2.27,LR,1681253969
471,fairbanks,64.8378,-147.7164,-9.39,73,100,0.45,US,1681253713
472,kadyy,57.787,43.1903,4.7,86,68,1.87,RU,1681253969
473,tyazhinskiy,56.116,88.524,-6.82,77,100,5.33,RU,1681253969
474,coquimbo,-29.9533,-71.3436,16.85,88,75,3.09,CL,1681253970
475,upata,8.0086,-62.3989,30.11,50,100,3.91,VE,1681253970
476,comodoro rivadavia,-45.8667,-67.5,9.92,46,0,1.03,AR,1681254223
477,zhigansk,66.7697,123.3711,-21.27,91,18,3.27,RU,1681253970
478,qazvin,36.2797,50.0049,14.79,41,40,1.03,IR,1681253702
479,sola,-13.8833,167.55,28.45,75,50,5.98,VU,1681254224
480,abnub,27.2696,31.1511,19.12,26,3,6.72,EG,1681253971
481,forbes,-33.3833,148.0167,14.4,50,100,3.79,AU,1681253971
482,luderitz,-26.6481,15.1594,16.22,54,43,2.28,NA,1681254179
483,medina del campo,41.3124,-4.9141,13.78,65,93,4.66,ES,1681253972
484,dalnerechensk,45.9339,133.7225,3.63,32,81,8.46,RU,1681253972
485,hokitika,-42.7167,170.9667,14.35,84,100,3.55,NZ,1681253972
486,houma,29.5958,-90.7195,20.0,88,100,2.24,US,1681253848
487,jiuquan,39.7432,98.5174,8.22,30,85,3.3,CN,1681254225
488,caravelas,-17.7125,-39.2481,23.16,94,100,3.02,BR,1681253973
489,kyren,51.6828,102.1408,0.41,61,96,1.01,RU,1681253973
490,kununurra,-15.7667,128.7333,24.99,94,100,1.54,AU,1681254225
491,kishtwar,33.3167,75.7667,9.39,63,63,2.49,IN,1681253974
492,kargopol,61.5071,38.9456,0.99,99,100,1.78,RU,1681254225
493,shetpe,44.1667,52.1167,14.27,42,100,10.19,KZ,1681253974
494,xam nua,20.4197,104.0439,18.61,76,11,1.04,LA,1681253974
495,bandundu,-3.3167,17.3667,21.77,98,100,0.94,CD,1681253974
496,gairatganj,23.4202,78.2385,26.33,18,8,1.99,IN,1681253976
497,gallup,35.5281,-108.7426,25.91,12,0,2.57,US,1681253976
498,mareeba,-17.0,145.4333,26.93,83,94,0.87,AU,1681254034
499,daye,30.0833,114.95,18.94,80,9,2.56,CN,1681253977
500,oksfjord,70.2396,22.3479,2.1,84,11,4.54,NO,1681253977
501,sidmouth,50.6909,-3.2397,7.88,80,40,6.17,GB,1681253978
502,gorontalo,0.5412,123.0595,25.74,89,43,0.86,ID,1681253978
503,mikhaylovka,50.06,43.2379,8.21,44,98,5.73,RU,1681253979
504,kavaratti,10.5669,72.642,28.3,78,3,3.59,IN,1681253979
505,garowe,8.4054,48.4845,23.69,81,29,5.46,SO,1681253979
506,kruisfontein,-34.0033,24.7314,9.94,80,99,2.35,ZA,1681254227
507,araouane,18.9048,-3.5265,27.03,10,99,3.91,ML,1681253980
508,okha,53.5739,142.9478,-2.36,77,71,9.14,RU,1681253980
509,limerick,52.6647,-8.6231,4.97,81,88,7.25,IE,1681253776
510,kikwit,-5.041,18.8162,21.71,97,100,2.11,CD,1681253980
511,slavonice,48.9975,15.3515,1.68,92,65,3.89,CZ,1681253981
512,kaman,27.65,77.2667,25.85,17,11,2.75,IN,1681253981
513,shimanovsk,52.0,127.7,-0.78,72,14,1.78,RU,1681253981
514,tuy hoa,13.0833,109.3,23.64,90,15,1.39,VN,1681253981
515,mayumba,-3.432,10.6554,26.56,82,100,0.18,GA,1681253981
516,hohhot,40.8106,111.6522,-3.84,63,0,2.0,CN,1681253981
517,laizhou,37.1717,119.9214,9.42,26,0,2.13,CN,1681253982
518,kuryk,43.2,51.65,17.11,41,100,14.02,KZ,1681253982
519,guadalupe victoria,32.2869,-115.105,36.53,7,0,4.91,MX,1681253982
520,kursenai,55.985,22.9189,7.14,73,99,3.14,LT,1681253953
521,hofn,64.2539,-15.2082,4.9,74,97,4.6,IS,1681254160
522,cayenne,4.9333,-52.3333,26.02,83,100,2.57,GF,1681253815
523,iracoubo,5.4802,-53.2011,25.67,85,90,3.72,GF,1681253982
524,kalevala,65.2,31.1667,-0.44,95,95,1.98,RU,1681253983
525,jasper,37.2001,-94.3502,24.45,35,1,1.34,US,1681253983
526,wamba,8.9333,8.6,26.43,64,87,0.79,NG,1681253983
527,westport,41.1415,-73.3579,22.63,37,100,5.36,US,1681253983
528,neuquen,-38.9516,-68.0591,21.94,46,20,2.06,AR,1681253983
529,tambopata,-12.7333,-69.1833,25.94,78,0,0.51,PE,1681253983
530,samarai,-10.6167,150.6667,28.24,74,96,0.44,PG,1681254087
531,ahar,38.4774,47.0699,15.55,40,100,7.14,IR,1681253984
532,akureyri,65.6835,-18.0878,1.96,80,0,4.12,IS,1681253984
533,zvishavane,-20.3267,30.0665,16.68,80,96,1.2,ZW,1681253984
534,key west,24.5557,-81.7826,25.0,78,75,11.32,US,1681253899
535,koga,33.7333,130.4667,17.87,86,75,5.14,JP,1681253984
536,lyngseidet,69.5763,20.2189,0.0,88,11,6.9,NO,1681253985
537,agropoli,40.3469,14.9966,9.49,78,99,1.54,IT,1681253985
538,bato,13.3528,123.3677,24.86,95,100,3.47,PH,1681253985
539,pryazha,61.6926,33.6216,-2.43,99,100,0.94,RU,1681253985
540,dhrangadhra,22.9833,71.4667,26.43,49,77,3.35,IN,1681253985
541,charters towers,-20.1,146.2667,25.72,69,100,0.18,AU,1681254231
